"ID","area_code","area_name","observe_time","data_time","rain","temperature","humidity","cloud_amount"
130285,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.9700,73.1500,99.4100
130286,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',NULL,11.9700,73.1500,99.4100
130287,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,12.2700,74.5100,99.7200
130288,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',NULL,10.5900,69.5100,92.4200
130289,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,10.1400,68.2900,91.7300
130290,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.1700,67.7200,100.0000
130291,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 08:00:00.000000',0.0000,11.0200,76.2600,100.0000
130292,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.0000,12.8900,58.3200,83.7800
130293,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.0000,12.8900,58.3200,83.7800
130294,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',NULL,13.1400,62.0600,90.7900
130295,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.0000,11.6400,56.8200,72.1100
130296,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.0000,11.2400,53.3200,76.3500
130297,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.1600,12.0500,61.2800,95.0500
130298,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 09:00:00.000000',0.0000,NULL,62.1700,77.5800
130299,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',0.0000,NULL,43.4800,68.1500
130300,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',NULL,13.8200,43.4800,68.1500
130301,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',0.0000,14.0100,49.6000,81.8700
130302,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',0.0000,12.6800,44.1300,51.8000
130303,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',0.0000,12.3500,38.3400,60.9800
130304,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',0.1300,12.9300,54.8400,90.1000
130305,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 10:00:00.000000',NULL,12.5600,48.0800,55.1600
130306,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,14.7500,28.6400,52.5100
130307,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,14.7500,28.6400,52.5100
130308,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,14.8800,37.1500,NULL
130309,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,13.7300,31.4400,31.4800
130310,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,13.4500,NULL,45.6100
130311,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,13.8100,48.4000,85.1500
130312,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 11:00:00.000000',0.0000,13.3200,33.9900,32.7400
130313,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,15.0900,24.7000,38.3300
130314,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,15.0900,24.7000,38.3300
130315,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,NULL,30.1500,NULL
130316,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,14.1100,27.5400,25.2400
130317,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,13.8700,21.2000,32.6000
130318,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,14.5800,NULL,59.7700
130319,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 12:00:00.000000',0.0000,13.7800,29.6500,36.8400
130320,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,15.4300,20.7500,24.1500
130321,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,15.4300,20.7500,24.1500
130322,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,15.7900,23.1500,29.5600
130323,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,14.4900,23.6400,18.9900
130324,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,14.2900,19.0300,NULL
130325,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,15.3500,NULL,34.4000
130326,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 13:00:00.000000',0.0000,14.2300,25.3000,40.9300
130327,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,NULL,16.8000,NULL
130328,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,NULL,16.8000,9.9800
130329,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,16.2500,16.1500,7.8700
130330,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,14.8700,19.7400,12.7500
130331,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,NULL,16.8600,6.5700
130332,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',0.0000,16.1200,17.0500,NULL
130333,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 14:00:00.000000',NULL,14.6800,20.9500,45.0300
130334,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,14.8100,19.1200,14.0900
130335,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,14.8100,19.1200,14.0900
130336,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,15.1100,19.7300,9.9700
130337,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,13.9500,20.6400,12.7200
130338,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,13.8300,18.6400,7.0400
130339,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,15.1100,18.6400,9.0200
130340,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 15:00:00.000000',0.0000,13.9100,22.1700,37.7500
130341,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,13.8600,21.4400,18.2100
130342,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,13.8600,21.4400,NULL
130343,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,13.9800,23.3100,12.0600
130344,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,13.0200,21.5400,12.6900
130345,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,12.9500,20.4300,NULL
130346,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',0.0000,14.0900,20.2300,9.0200
130347,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 16:00:00.000000',NULL,13.1400,23.3900,30.4700
130348,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',NULL,NULL,23.7500,22.3300
130349,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.9100,23.7500,22.3300
130350,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.8400,26.8900,14.1600
130351,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.1000,NULL,NULL
130352,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.0600,22.2200,7.9900
130353,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,13.0800,21.8200,9.0300
130354,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 17:00:00.000000',0.0000,12.3700,NULL,23.1900
130355,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.7000,28.4500,16.3500
130356,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.7000,28.4500,16.3500
130357,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.6800,31.9100,12.5300
130358,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,NULL,26.9300,18.1700
130359,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.0100,26.2500,11.1100
130360,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.6200,30.1400,11.7100
130361,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 18:00:00.000000',0.0000,11.1700,30.4300,19.0800
130362,'330800','衢州市','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,10.4800,33.1500,10.3600
130363,'330802','柯城区','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,NULL,33.1500,10.3600
130364,'330803','衢江区','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',NULL,10.5300,NULL,10.9100
130365,'330822','常山县','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,NULL,31.4100,NULL
130366,'330824','开化县','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,9.9600,30.2800,14.2300
130367,'330825','龙游县','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,10.1600,38.4500,14.3900
130368,'330881','江山市','2023-11-16 08:00:00.000000','2023-11-16 19:00:00.000000',0.0000,9.9700,36.2500,14.9700
130369,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0100,NULL,NULL
130370,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0100,39.9400,14.4500
130371,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,11.0200,45.4600,16.1500
130372,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.8200,35.6300,33.3500
130373,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',NULL,10.9000,33.5600,9.0300
130374,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.6300,46.3400,31.4700
130375,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 20:00:00.000000',0.0000,10.5100,42.6900,25.4600
130376,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,10.0900,43.1000,NULL
130377,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,10.0900,43.1000,17.7300
130378,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,10.3400,NULL,17.8800
130379,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,9.4700,NULL,35.0500
130380,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,9.8000,NULL,11.0800
130381,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,9.9600,47.5900,26.8100
130382,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 21:00:00.000000',0.0000,NULL,48.8000,26.7600
130383,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,9.1600,46.2600,21.0100
130384,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,9.1600,NULL,21.0100
130385,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,9.6700,45.1300,19.6100
130386,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,8.1300,52.1300,36.7400
130387,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,8.7100,41.5700,13.1300
130388,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,9.2900,48.8500,22.1500
130389,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 22:00:00.000000',0.0000,NULL,54.9200,28.0600
130390,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.2400,49.4200,24.2900
130391,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.2400,49.4200,24.2900
130392,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,8.9900,44.9700,21.3400
130393,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,6.7800,60.3900,38.4400
130394,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,7.6100,45.5800,15.1900
130395,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',NULL,8.6200,50.1000,17.4900
130396,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-16 23:00:00.000000',0.0000,7.0300,61.0300,29.3700
130397,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',NULL,7.5000,54.5900,45.7000
130398,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,7.5000,54.5900,45.7000
130399,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,8.2600,49.8000,36.2200
130400,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,6.3100,62.9000,53.8100
130401,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,6.9500,NULL,NULL
130402,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,8.0800,52.5600,NULL
130403,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 00:00:00.000000',0.0000,6.4200,64.8000,34.3300
130404,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,6.7500,59.7600,67.1100
130405,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,6.7500,59.7600,67.1100
130406,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,7.5300,54.6300,51.1100
130407,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,5.8400,65.4100,69.1800
130408,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,6.2900,53.3300,24.4100
130409,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,7.5300,55.0300,NULL
130410,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 01:00:00.000000',0.0000,5.8100,68.5800,39.3000
130411,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,6.0100,64.9300,88.5200
130412,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,6.0100,64.9300,88.5200
130413,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',NULL,6.8000,59.4600,66.0000
130414,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,5.3600,NULL,84.5600
130415,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,5.6300,57.2000,29.0200
130416,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,NULL,57.5000,33.9900
130417,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 02:00:00.000000',0.0000,5.2000,72.3500,44.2700
130418,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,5.6500,66.0500,80.5300
130419,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,5.6500,66.0500,80.5300
130420,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,6.4900,59.9100,61.6200
130421,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,4.7000,73.3800,71.2000
130422,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,5.2000,59.3900,29.1300
130423,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,6.7300,56.5600,NULL
130424,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 03:00:00.000000',0.0000,4.9100,73.3300,56.3500
130425,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',0.0000,5.2800,67.1700,72.5300
130426,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',NULL,5.2800,67.1700,72.5300
130427,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',0.0000,6.1700,60.3600,57.2400
130428,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',0.0000,4.0400,78.8400,57.8500
130429,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',0.0000,4.7700,NULL,29.2500
130430,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',NULL,NULL,55.6200,29.7200
130431,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 04:00:00.000000',NULL,4.6200,74.3000,NULL
130432,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.9200,68.2900,64.5400
130433,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,NULL,NULL,64.5400
130434,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,5.8600,60.8100,52.8600
130435,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,3.3800,84.2900,NULL
130436,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.3400,63.7800,29.3600
130437,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,6.2000,54.6900,27.5800
130438,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 05:00:00.000000',0.0000,4.3300,75.2700,80.5100
130439,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,5.8100,63.1500,44.1600
130440,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',NULL,5.8100,63.1500,44.1600
130441,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,6.6400,57.0000,37.6600
130442,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,4.2100,81.0200,29.8800
130443,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,5.0500,59.2700,23.7800
130444,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,6.9500,51.0200,20.0300
130445,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 06:00:00.000000',0.0000,5.1900,70.9000,57.6400
130446,'330800','衢州市','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',NULL,6.7000,58.0100,23.7800
130447,'330802','柯城区','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,6.7000,58.0100,23.7800
130448,'330803','衢江区','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,NULL,53.2000,22.4500
130449,'330822','常山县','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,5.0500,77.7500,15.2700
130450,'330824','开化县','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,NULL,54.7600,18.1900
130451,'330825','龙游县','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,7.7100,47.3500,12.4800
130452,'330881','江山市','2023-11-16 20:00:00.000000','2023-11-17 07:00:00.000000',0.0000,6.0400,66.5300,34.7800
130453,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,NULL,55.8300,2.9500
130454,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,7.6600,55.8300,2.9500
130455,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,8.2200,52.5400,1.2200
130456,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,NULL,78.6300,2.6100
130457,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,6.4000,56.2000,0.6300
130458,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,8.5200,46.3200,3.8800
130459,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 08:00:00.000000',0.0000,6.9000,66.4300,2.6400
130460,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,10.6300,45.4300,0.0000
130461,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,10.6300,45.4300,0.0000
130462,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,NULL,43.5100,0.0000
130463,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,11.2300,42.5800,0.0000
130464,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,10.2100,39.0600,NULL
130465,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,10.7700,36.8500,0.0000
130466,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 09:00:00.000000',0.0000,10.3800,41.7600,0.0000
130467,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,12.7800,NULL,0.0000
130468,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,12.7800,50.2500,0.0000
130469,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,12.6300,45.1800,0.0000
130470,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,13.7500,47.9400,0.0000
130471,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,13.0900,47.1600,NULL
130472,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,NULL,37.5000,0.0000
130473,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 10:00:00.000000',0.0000,12.6600,42.2100,0.0000
130474,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.8600,24.0300,81.1000
130475,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.8600,24.0300,81.1000
130476,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,13.2900,19.2900,82.2800
130477,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.7900,23.0400,NULL
130478,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,12.4500,18.2600,76.1600
130479,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',0.0000,13.6400,15.0400,70.2800
130480,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 11:00:00.000000',NULL,12.3700,21.5400,87.5400
130481,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',NULL,15.4100,58.4100,0.0000
130482,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,15.4100,58.4100,0.0000
130483,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,15.0700,61.3400,NULL
130484,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,16.2200,56.0200,0.0000
130485,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,15.5200,50.1800,0.0000
130486,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,14.8900,57.3200,0.0000
130487,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 12:00:00.000000',0.0000,15.3600,65.8100,0.0000
130488,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,15.4100,55.1700,0.0000
130489,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,15.4100,55.1700,0.0000
130490,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,NULL,57.2900,0.0000
130491,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,16.3800,55.6200,NULL
130492,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,15.4500,52.6400,0.0000
130493,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,15.1600,58.7700,0.0000
130494,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 13:00:00.000000',0.0000,15.5700,62.7800,0.0000
130495,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,NULL,13.1500,65.5600
130496,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.3900,13.1500,65.5600
130497,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,NULL,11.6200,80.6200
130498,'330822','常山县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.0100,NULL,43.7100
130499,'330824','开化县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,14.2800,16.4600,70.1500
130500,'330825','龙游县','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,15.9800,10.3300,84.5200
130501,'330881','江山市','2023-11-17 08:00:00.000000','2023-11-17 14:00:00.000000',0.0000,14.8800,12.4200,83.8200
130502,'330800','衢州市','2023-11-17 08:00:00.000000','2023-11-17 15:00:00.000000',NULL,13.9200,57.0100,0.0000
130503,'330802','柯城区','2023-11-17 08:00:00.000000','2023-11-17 15:00:00.000000',0.0000,13.9200,57.0100,0.0000
130504,'330803','衢江区','2023-11-17 08:00:00.000000','2023-11-17 15:00:00.000000',0.0000,13.9600,55.1800,0.0000
